0|4.204702|-15.004797|1
1|4.7943463|-15.004797|0,2
2|5.2850146|-14.848011|1,3
3|5.422856|-14.321305|2,4
4|5.422856|-13.809589|3,5
5|5.422856|-13.266917|4,6
6|4.960076|-12.997383|5,7
7|4.5606694|-12.595871|6,8
8|4.124193|-12.301966|7,9
9|3.6006944|-12.301966|8,10
10|3.0565355|-12.301966|9,11
11|2.5087001|-12.301966|10,12
12|1.9884976|-12.301966|11,13
13|1.4670995|-12.301967|12,14
14|0.9824803|-12.459862|13,15
15|0.52050304|-12.751947|14,16
16|0.2003738|-13.139265|15,17
17|-0.030599616|-13.615553|16,18
18|-0.39882547|-13.98378|17,19
19|-0.78965735|-14.374611|18,20
20|-1.1801262|-14.765081|19,21
21|-1.5509317|-15.135888|20,22
22|-2.040912|-15.299662|21,23
23|-2.5616088|-15.299663|22,24
24|-3.0781336|-15.290399|23,25
25|-3.4502807|-14.918249|24,26
26|-3.8333874|-14.535141|25,27
27|-4.332509|-14.415777|26,28
28|-4.851406|-14.415777|27,29
29|-5.3829722|-14.415777|28,30
30|-5.893248|-14.415777|29,31
31|-6.4144106|-14.415777|30,32
32|-6.934704|-14.415777|31,33
33|-7.4605684|-14.415777|32,34
34|-8.004744|-14.415777|33,35
35|-8.525465|-14.415777|34,36
36|-9.070169|-14.415777|35,37
37|-9.600483|-14.415777|36,38
38|-10.118795|-14.415778|37,39
39|-10.631948|-14.415777|38,40
40|-11.149774|-14.40626|39,41
41|-11.5185175|-14.037518|40,42
42|-11.886935|-13.669099|41,43
43|-12.02414|-13.153641|42,44
44|-12.02414|-12.63315|43,45
45|-12.201652|-12.104378|44,46
46|-12.588442|-11.7175865|45,47
47|-13.088825|-11.545319|46,48
48|-13.630253|-11.545319|47,49
49|-14.181323|-11.545319|48,50
50|-14.71939|-11.545319|49,51
51|-15.103683|-11.90912|50,52
52|-15.32914|-12.462673|51,53
53|-15.42177|-12.956374|52,54
54|-15.880411|-13.158371|53,55
55|-16.420355|-13.158372|54,56
56|-16.938894|-13.158372|55,57
57|-17.477623|-13.158372|56,58
58|-17.981579|-13.158371|57,59
59|-18.49527|-13.099356|58,60
60|-17.969646|-13.102547|59,61
61|-17.581186|-13.459886|60,62
62|-17.07601|-13.459886|61,63
63|-16.541668|-13.459885|62,64
64|-16.014317|-13.459886|63,65
65|-15.510407|-13.459886|64,66
66|-15.173337|-13.089745|65,67
67|-15.173336|-12.556269|66,68
68|-15.320651|-12.030996|67,69
69|-15.320651|-11.51508|68,70
70|-15.320652|-10.963856|69,71
71|-15.32065|-10.422998|70,72
72|-15.460145|-9.900755|71,73
73|-15.940279|-9.74562|72,74
74|-16.466255|-9.745619|73,75
75|-16.999544|-9.74562|74,76
76|-17.515347|-9.745621|75,77
77|-18.042236|-9.745621|76,78
78|-18.547401|-9.74562|77,79
79|-19.089605|-9.74562|78,80
80|-18.568865|-9.74562|79,81
81|-18.066431|-9.696784|80,82
82|-17.598253|-9.471687|81,83
83|-17.091074|-9.298146|82,84
84|-16.897488|-8.822872|83,85
85|-16.897488|-8.287197|84,86
86|-16.897488|-7.736438|85,87
87|-16.897488|-7.198883|86,88
88|-16.897488|-6.6950235|87,89
89|-16.897488|-6.1723795|88,90
90|-16.777216|-5.650951|89,91
91|-16.400246|-5.2739754|90,92
92|-15.884088|-5.255625|91,93
93|-15.378149|-5.255625|92,94
94|-14.855345|-5.255625|93,95
95|-14.411207|-5.5596433|94,96
96|-14.041355|-5.929496|95,97
97|-13.575766|-6.1867514|96,98
98|-13.207636|-6.5548816|97,99
99|-12.707796|-6.728766|98,100
100|-13.101816|-6.348199|99,101
101|-13.487671|-5.9623446|100,102
102|-13.605135|-5.450235|101,103
103|-13.605135|-4.918421|102,104
104|-13.521314|-4.4068956|103,105
105|-13.457821|-3.9095855|104,106
106|-13.337523|-3.3897738|105,107
107|-12.82765|-3.3627567|106,108
108|-12.395975|-3.0732281|107,109
109|-12.902743|-3.1383126|108,110
110|-12.984417|-3.636285|109,111
111|-13.289138|-4.0328712|110,112
112|-13.660568|-4.404301|111,113
113|-14.025276|-4.7690096|112,114
114|-14.401192|-5.127634|113,115
115|-14.918908|-5.127634|114,116
116|-15.380346|-4.860358|115,117
117|-15.908049|-4.916689|116,118
118|-16.362772|-5.201291|117,119
119|-16.952898|-5.201291|118,120
120|-17.482624|-5.201291|119,121
121|-18.003998|-5.201291|120,122
122|-18.522953|-5.201291|121,123
123|-19.045715|-5.201291|122,124
124|-19.430725|-5.522724|123,125
125|-19.800661|-5.892665|124,126
126|-20.173332|-6.26534|125,127
127|-20.616142|-6.5271177|126,128
128|-21.09365|-6.769001|127,129
129|-21.367363|-7.235049|128,130
130|-21.367363|-7.7479053|129,131
131|-21.682037|-8.15804|130,132
132|-22.1733|-7.946588|131,133
133|-22.33013|-7.4384336|132,134
134|-22.187202|-6.9176598|133,135
135|-21.804407|-6.53486|134,136
136|-21.43128|-6.161728|135,137
137|-21.225288|-5.665183|136,138
138|-21.326336|-5.1607327|137,139
139|-21.168266|-4.6808014|138,140
140|-21.189264|-4.1786156|139,141
141|-21.557404|-3.8104706|140,142
142|-21.915714|-3.43768|141,143
143|-22.03629|-2.9149146|142,144
144|-22.40941|-2.5417912|143,145
145|-21.975967|-2.269575|144,146
146|-21.47495|-2.213026|145,147
147|-21.236876|-2.6856654|146,148
148|-21.172846|-3.1848102|147,149
149|-20.811707|-3.5459533|148,150
150|-20.414682|-3.9429812|149,151
151|-19.95094|-4.1983957|150,152
152|-19.582642|-4.5666995|151,153
153|-19.21318|-4.936163|152,154
154|-18.82674|-5.2568316|153,155
155|-18.305458|-5.2568316|154,156
156|-17.765455|-5.2568316|155,157
157|-17.276043|-5.09868|156,158
158|-16.992256|-4.6438365|157,159
159|-16.992256|-4.1231413|158,160
160|-16.992256|-3.5960455|159,161
161|-16.992256|-3.029863|160,162
162|-16.992256|-2.5072749|161,163
163|-16.992256|-1.9882084|162,164
164|-17.12866|-1.4493215|163,165
165|-17.493668|-1.0843097|164,166
166|-17.927753|-0.77550155|165,167
167|-18.45588|-0.77882993|166,168
168|-18.086357|-0.42796248|167,169
169|-17.57659|-0.37458423|168,170
170|-17.149181|-0.678762|169,171
171|-16.653122|-0.8901826|170,172
172|-16.128586|-0.8901826|171,173
173|-15.606183|-0.8901826|172,174
174|-15.171537|-0.582287|173,175
175|-15.037493|-0.056095213|174,176
176|-15.2744465|0.41371286|175,177
177|-15.33212|0.9189385|176,178
178|-15.33212|1.4510057|177,179
179|-15.332119|1.9983101|178,180
180|-15.637046|2.4429758|179,181
181|-16.152565|2.5799916|180,182
182|-16.674183|2.5799916|181,183
183|-17.120083|2.8843524|182,184
184|-17.666454|2.9482756|183,185
185|-18.171679|2.5855956|184,186
186|-17.70689|2.3590212|185,187
187|-17.195156|2.3590212|186,188
188|-16.665543|2.3590212|187,189
189|-16.118156|2.3590212|188,190
190|-15.622107|2.18703|189,191
191|-15.261033|1.8259578|190,192
192|-14.900597|1.4655217|191,193
193|-14.384266|1.3278245|192,194
194|-13.750686|1.3278245|193,195
195|-13.227707|1.3278245|194,196
196|-12.717894|1.3278245|195,197
197|-12.22812|1.1888853|196,198
198|-11.685117|1.1805106|197,199
199|-11.139406|1.1805106|198,200
200|-10.632275|1.1805106|199,201
201|-10.12564|1.1697452|200,202
202|-9.757839|0.80194575|201,203
203|-9.399835|0.42958564|202,204
204|-9.399835|-0.110601574|203,205
205|-9.399835|-0.61349183|204,206
206|-9.399835|-1.1322874|205,207
207|-9.399835|-1.6800768|206,208
208|-9.399835|-2.195621|207,209
209|-9.399836|-2.6961372|208,210
210|-9.647806|-3.1373577|209,211
211|-10.009594|-3.4991455|210,212
212|-10.368376|-3.8579257|211,213
213|-9.95506|-4.188222|212,214
214|-9.585767|-4.5575156|213,215
215|-9.113939|-4.8044677|214,216
216|-8.595152|-4.8044677|215,217
217|-8.048076|-4.8044677|216,218
218|-7.501939|-4.8044677|217,219
219|-7.0006523|-4.757974|218,220
220|-6.5822678|-4.4712343|219,221
221|-6.4030256|-4.9542994|220,222
222|-6.9226513|-4.8798013|221,223
223|-7.310604|-4.491848|222,224
224|-7.6677065|-4.1347456|223,225
225|-8.05871|-3.7437422|224,226
226|-8.425943|-3.3765097|225,227
227|-8.673755|-2.9411595|226,228
228|-8.673755|-2.434484|227,229
229|-8.673755|-1.9135678|228,230
230|-8.673755|-1.3711303|229,231
231|-8.766117|-0.8488408|230,232
232|-8.894726|-0.3399042|231,233
233|-8.894726|0.18007675|232,234
234|-8.843316|0.6853436|233,235
235|-8.479928|1.0487304|234,236
236|-7.946266|1.1495321|235,237
237|-7.425665|1.1495321|236,238
238|-6.906527|1.1495321|237,239
239|-6.4012914|1.1495321|238,240
240|-5.977107|0.8308449|239,241
241|-5.6150827|0.46882144|240,242
242|-5.4119105|-0.009064112|241,243
243|-5.4119105|-0.5294163|242,244
244|-5.4119105|-1.031765|243,245
245|-5.4119105|-1.5456303|244,246
246|-5.3173394|-2.1205854|245,247
247|-4.9573646|-2.4805589|246,248
248|-4.509019|-2.9289038|247,249
249|-4.1476507|-3.2902703|248,250
250|-3.7791564|-3.6587644|249,251
251|-3.2660604|-3.793778|250,252
252|-2.7278519|-3.793778|251,253
253|-2.2186184|-3.722418|252,254
254|-1.6887617|-3.6464643|253,255
255|-1.1527476|-3.6464643|254,256
256|-0.6165125|-3.6464643|255,257
257|-0.1128365|-3.6464643|256,258
258|0.42612162|-3.6464643|257,259
259|0.97813725|-3.6464643|258,260
260|1.5367806|-3.6464643|259,261
261|2.0463018|-3.6241593|260,262
262|2.4053125|-3.2651486|261,263
263|2.7952185|-2.8752427|262,264
264|3.176507|-2.493954|263,265
265|3.5580075|-2.1124535|264,266
266|3.9138775|-1.7565837|265,267
267|4.1600447|-1.2877109|266,268
268|4.1600447|-0.7656687|267,269
269|4.2337017|-0.22495373|268,270
270|4.2337017|0.29647005|269,271
271|4.2337017|0.81674534|270,272
272|4.2337017|1.3374456|271,273
273|4.2337017|1.8589537|272,274
274|4.2337017|2.4029267|273,275
275|4.2337017|2.9111016|274,276
276|4.1509223|3.43768|275,277
277|3.7765863|3.8120153|276,278
278|3.413251|4.1753507|277,279
279|3.0298634|4.558739|278,280
280|2.639073|4.949531|279,281
281|2.2599204|5.3286843|280,282
282|1.7444504|5.4274883|281,283
283|1.2875019|5.7119226|282,284
284|0.7674664|5.7119226|283,285
285|0.116422065|5.7119226|284,286
286|-0.42872858|5.7119226|285,287
287|-0.95618606|5.7119226|286,288
288|-1.5081183|5.7119226|287,289
289|-2.0530717|5.7119226|288,290
290|-2.5862134|5.7119226|289,291
291|-3.086989|5.7119226|290,292
292|-3.6105752|5.7119226|291,293
293|-4.138467|5.7119226|292,294
294|-4.506694|5.370205|293,295
295|-4.9313583|4.94554|294,296
296|-5.3165274|4.5603714|295,297
297|-5.684882|4.192017|296,298
298|-5.785431|3.6608171|297,299
299|-5.785431|3.1300917|298,300
300|-5.785431|2.616635|299,301
301|-5.7854304|2.0962532|300,302
302|-5.590787|1.605162|301,303
303|-5.222513|1.2368884|302,304
304|-4.8232527|0.9159224|303,305
305|-4.314769|0.9159224|304,306
306|-3.7873628|0.9159224|305,307
307|-3.271078|0.9159224|306,308
308|-2.7953546|1.1471174|307,309
309|-2.423322|1.5270126|308,310
310|-2.052676|1.9283435|309,311
311|-1.6939042|2.3001213|310,312
312|-1.3255544|2.6684706|311,313
313|-0.81178427|2.8426805|312,314
314|-0.3319332|2.6482687|313,315
315|0.036023088|2.2803128|314,316
316|0.40414664|1.912189|315,317
317|0.7847883|1.5315474|316,318
318|1.1407139|1.1756217|317,319
319|1.0838743|0.6480164|318,320
320|0.7158211|0.2799633|319,321
321|0.34735787|-0.08849985|320,322
322|-0.020592447|-0.45645016|321,323
323|-0.4758985|-0.74123216|322,324
324|-1.0120028|-0.74123216|323,325
325|-1.506972|-0.5812999|324,326
326|-1.8725669|-0.21570481|325,327
327|-2.2412722|0.15300079|326,328
328|-2.6092336|0.5209626|327,329
329|-2.5255494|1.0482668|328,330
330|-2.5255494|1.5787151|329,331
331|-2.3921733|2.0974085|330,332
332|-2.031476|2.458106|331,333
333|-1.6671627|2.8224187|332,334
334|-1.1368316|2.9215713|333,335
335|-0.61139137|2.921571|334,336
336|-0.08243856|2.921571|335,337
337|0.41829836|2.789767|336,338
338|0.7917894|2.4162765|337,339
339|1.1552442|2.052822|338,340
340|1.524492|1.6835742|339,341
